chat_id;user_id;message;timestamp;extraversion_pole
05D6A985-0ECD-413E-AD5A-75A0BB4FF3AC;Hermelin;sowas mache ich gelegentlich mit der nachbarskatze;2021-06-22 10:05:49.143333300;extrovert
0B7F1228-5528-404C-A8CF-03EFD3171B7D;Hermelin;Ich bin kein Veganer;2021-06-22 09:48:16.316666700;extrovert
0B7F1228-5528-404C-A8CF-03EFD3171B7D;Leroy;Ich auch nicht;2021-06-22 09:48:42.253333300;extrovert
0B7F1228-5528-404C-A8CF-03EFD3171B7D;Hermelin;wieso nicht?;2021-06-22 09:49:20.880000000;extrovert
0B7F1228-5528-404C-A8CF-03EFD3171B7D;Hermelin;ich finde ja das vegane ernährung ist eine gefahr für die gesundheit;2021-06-22 09:50:42.880000000;extrovert
0B7F1228-5528-404C-A8CF-03EFD3171B7D;Leroy;Nö, das denke ich nicht. Ich mag aber vegetarische und fleischliche Produkte;2021-06-22 09:51:05.920000000;extrovert
0B7F1228-5528-404C-A8CF-03EFD3171B7D;Hermelin;jetzt habe ich hunger;2021-06-22 09:54:39.480000000;extrovert
0B7F1228-5528-404C-A8CF-03EFD3171B7D;Leroy;Worauf?;2021-06-22 09:54:44.713333300;extrovert
0B7F1228-5528-404C-A8CF-03EFD3171B7D;Hermelin;fast food;2021-06-22 09:54:58.293333300;extrovert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;albola;Hallo .;2021-06-29 09:30:36.076666700;extrovert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;jonathan;Hi!;2021-06-29 09:31:42.013333300;introvert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;jonathan;Wie gehts?;2021-06-29 09:32:13.563333300;introvert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;albola;Sehr gut! ich genieße das gute Wetter;2021-06-29 09:34:24.110000000;extrovert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;jonathan;Oh! Hier ist es gar nicht schön.;2021-06-29 09:34:54.063333300;introvert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;jonathan;Hier ist es leider nur bewölkt;2021-06-29 09:35:18.513333300;introvert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;albola;na gut, hier ist es bewölkt, aber warm. Warm genug, um auf dem Balkon zu arbeiten.;2021-06-29 09:35:50.816666700;extrovert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;jonathan;Das hört sich gut an. Mir würde die Monitore fehlen um auf den Balkon arbeiten zu können. ;2021-06-29 09:37:24.106666700;introvert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;albola;Ja, ich nutze eher ein minimalistisches Setup. ;2021-06-29 09:38:13.756666700;extrovert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;albola;Lass uns doch mal einer der templateFragen nutzen;2021-06-29 09:38:39.296666700;extrovert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;albola;was heißt für dich bewusst leben?;2021-06-29 09:38:47.053333300;extrovert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;jonathan;Zum Beispiel darauf achten das ich nur das kaufe was ich brauche.;2021-06-29 09:40:49.823333300;introvert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;albola;Interessant, dass du das sagst. ;2021-06-29 09:42:03.586666700;extrovert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;jonathan;Wieso?;2021-06-29 09:42:24.460000000;introvert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;albola;Weil es sich oberflächlich betrachtet so anhört, als wäre in dem Kontext leben dasselbe wie kosumieren.;2021-06-29 09:43:09.586666700;extrovert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;albola;konsumieren;2021-06-29 09:43:13.476666700;extrovert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;albola;Aber ich verstehe natürlich, was du meinst .;2021-06-29 09:43:45.556666700;extrovert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;jonathan;Stimmt! Aber ist es nicht teilweise so?;2021-06-29 09:44:23.293333300;introvert
0C5C0956-F967-45CE-A9F2-70C81BC0B025;albola;Klar, ohne Konsum kommen wir nicht aus;2021-06-29 09:44:55.316666700;extrovert
103CEEC1-D5CE-4FD2-A9F9-9921751F8905;Kaesetoast;Ich bin nicht vegan, versuche aber, vegetarisch zu leben. Und du? ;2021-06-08 10:22:22.546666700;extrovert
103CEEC1-D5CE-4FD2-A9F9-9921751F8905;Aragorn;Ich lebe nicht vegetarisch, versuche aber meinen Fleischkonsum zu reduzieren. Vor allem beim Einkaufen fällt es mir etwas leichter auf fleischhaltige Lebensmittel zu verzichten.;2021-06-08 10:26:43.880000000;extrovert
103CEEC1-D5CE-4FD2-A9F9-9921751F8905;Kaesetoast;Einkaufen finde ich auch leichter. Aber die vegetarischen Gerichte in Restaurants finde ich meistens langweilig. ;2021-06-08 10:27:27.316666700;extrovert
103CEEC1-D5CE-4FD2-A9F9-9921751F8905;Aragorn;Mit dem Start der Grillsaison fliegen aber alle meine Grundsätze oft davon. Dann sind wir wieder bei der deutschen Leitkultur mit Bratwurst und Nackensteak.;2021-06-08 10:27:41.173333300;extrovert
103CEEC1-D5CE-4FD2-A9F9-9921751F8905;Kaesetoast;Bratwurst finde ich ja eklig. Aber Hühnchen.... .;2021-06-08 10:27:58.566666700;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;turtleneck;Hey;2021-06-29 09:30:13.576666700;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;huibuh;Hi;2021-06-29 09:30:14.396666700;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;huibuh;Wie geht es dir?;2021-06-29 09:30:37.470000000;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;turtleneck;15 Minuten gehen ganz schön schnell herum, das letzte Gespräch war noch gar nicht zuende. ;2021-06-29 09:30:40.920000000;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;turtleneck;Alles ganz gut aber noch etwas müde, und dir?;2021-06-29 09:30:48.220000000;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;huibuh;Ja, das stimmt. 15 Minuten können aber auch echt lang sein. Mir geht es so weit ganz . Bist du ein spät Aufsteher?;2021-06-29 09:32:07.650000000;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;turtleneck;Früher schon, momentan bin ich aber echt immer früh wach. Vielleicht liegt das auch an der Sonne die so früh schon aktiv ist;2021-06-29 09:32:39.216666700;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;huibuh;Ja, die macht mich auch immer schon um 5 Uhr wach.;2021-06-29 09:32:58.936666700;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;turtleneck;Oh okay 5 Uhr ist doch etwas früh, kannst du danach nochmal einschlafen oder stehst du dann tatsächlich auf?;2021-06-29 09:33:25.750000000;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;huibuh;Ne, ich schlafe danach noch bis 7 Uhr weiter . dadurch binich aber auch oft müde.;2021-06-29 09:34:08.970000000;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;huibuh;Da hilft nur ganz viel grüner Tee.;2021-06-29 09:34:30.066666700;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;turtleneck;Grüner Tee ist super! Trinkst du keinen Kaffee für das Wachwerden?;2021-06-29 09:34:55.610000000;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;huibuh;Gegen Kaffee bin ich tatsächlich etwas empfindlich. Wenn ich davon zu viel trinke kann ich abends nicht einschlafen und werde manchmal sogar etwas zittrig. Du magst also auch gerne grünen Tee?;2021-06-29 09:36:18.603333300;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;turtleneck;Grünen Tee finde ich klasse, ich mag den Geschmack und auch gerne in Kombination mit Zitrone oder so. Momentan trinke ich auch keinen Kaffee mehr und bin wieder auf Tee umgestiegen. Magst du noch andere Teesorten?;2021-06-29 09:37:27.893333300;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;huibuh;Grünen Tee mit Zitrone mag ich auch sehr gerne, oder Ingwer. . Ansonsten trinke ich super gerne Matcha, das ist ja quasi ein grüner Tee, und ChaiTee. Und du?;2021-06-29 09:38:50.053333300;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;turtleneck;So richtig guten Matcha hätte ich auch mal gerne. Ist allerdings schon ein wenig Luxus. Ansonsten mag ich momentan auch KurkumaIngwer sehr gerne, der letzte ist aber ziemlich scharf geworden weil ich ihn zu lange habe stehen lassen;2021-06-29 09:40:23.430000000;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;huibuh;Da passen wir ja gut zusammen .  Magst du denn auch so KurkumaIngwer Shots oder nur Tee?;2021-06-29 09:41:34.356666700;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;turtleneck;Schon irgendwie . die Shots habe ich noch nicht probiert, nur Kurkuma oder nur Ingwer;2021-06-29 09:43:04.400000000;extrovert
107CA776-D145-477B-BB14-AA144A41CE5C;huibuh;Solltest du dann vielleicht auch mal machen . Ich finde die auch immer sehr lecker. Also am besten noch mit etwas Limette oder Zitrone. Ich habe gesehen, dass es davon auch immer mehr in Cafes und im BioMarkt gibt.;2021-06-29 09:44:23.830000000;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Gandalf;Was hältst du von dem Verbot der UEFA das Münchner Olympiastadion in Regenbogenfarben anzustrahlen?;2021-06-22 11:45:08.460000000;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Leroy;Da gibts ein Verbot gegen?;2021-06-22 11:47:03.923333300;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Gandalf;Die UEFA hat die Aktion verboten, da sie einen politischen Protest gegen das kürzlich in Ungarn verabschiedete Gesetz gegen Homosexuelle darstellt und damit ein politisches Statement wäre.;2021-06-22 11:49:41.690000000;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Leroy;Ah OK, die wollen nicht, dass der Fussball für politische Dinge wie Toleranz und Gleichberechtigung als Wink mit dem Zaunpfahl an Ungarn missbraucht wird. Lassen sich dann durch ihr Verbot aber als politische Legitimierung von Diskriminierung und Intelorenz missbrauchen.;2021-06-22 11:49:53.803333300;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Leroy;Genau mein Humor!;2021-06-22 11:49:57.560000000;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Leroy;Naja, die UEFA kann eh weg, die FIFA auch. Und wenn wir schon dabei sind auch das IOC.;2021-06-22 11:51:39.770000000;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Gandalf;Ich finde es schon merkwürdig, dass eine Aktion die eigentlich Menschenrechte unterstützen soll verboten wird, und das mitten in Europa.;2021-06-22 11:51:59.706666700;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Gandalf;Wenn wir über die FIFA und Katar sprechen kann man den ganzen Club gar nicht mehr ernst nehmen.;2021-06-22 11:52:34.033333300;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Gandalf;Menschenrechte hören da auf, wo es anfängt um Geld zu gehen. Leider.;2021-06-22 11:53:13.190000000;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Gandalf;Sehr politisch der Diskurs hier, aber mir ist kein anderes tagesaktuelles Thema eingefallen .;2021-06-22 11:53:51.766666700;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Leroy;Hier gehts aber nicht um Geld. Die Menschenrechte wurden von Leuten be und geschrieben, die Homosexualität und viele andere Dinge noch für abartig oder für Krankheiten oder gar Verbrechen gehalten haben.;2021-06-22 11:54:13.216666700;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Leroy;Hier gehts eher um soziale Normen und Werte Für den Einen ist eine Verletzung des Menschenrechts und Diskriminierung, für manchen anderen aber noch eine legitime Meinung das nicht zu tolieren und hat nichts mit Menschenrechten zu tun.;2021-06-22 11:55:21.673333300;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Leroy;Kurz Leute die Homosexualität ablehnen und nicht tolerieren oder akzeptieren wollen, sehen sich im Recht und mitnichten als die Bösen.;2021-06-22 11:56:03.363333300;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Leroy;Und die UEFA bestätigt genau das, indem sie das ganze politisch nennt und damit zu einer Meinungsfrage, womit Intoleranz von Homosexualität eine legitime Meinung ist.;2021-06-22 11:56:56.473333300;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Gandalf;Ich kann so eine Denkweise nicht nachvollziehen, aber das hat wahrscheinlich auch viel mit dem persönlichem Umfeld und der Erziehung zu tun. So reflektiv wie du habe ich das ganze noch nicht gesehen.;2021-06-22 11:57:01.893333300;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Leroy;So, das waren meine 2cents.;2021-06-22 11:57:05.910000000;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Gandalf;Rede mich leider bei solchen Themen schnell in Rage.;2021-06-22 11:57:18.893333300;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Leroy;Macht ja nix, in mein Weltbild passt auch nicht, wieso mich interessieren und meine Meinung relevanz haben sollte, was Menschen privat miteinander tun, ganz egal wer wie mit wem.;2021-06-22 11:58:04.660000000;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Gandalf;Solange man keine anderen Menschen in ihrer Freiheit einschränkt, sollte auch niemand ein Problem haben.;2021-06-22 11:58:42.210000000;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Gandalf;Und andere Lebewesen.;2021-06-22 11:58:54.130000000;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Leroy;Etwas pauschal, aber im Kern sehe ich das auch so.;2021-06-22 11:59:01.476666700;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Gandalf;Die Uhr tickt. Danke für die Unterhaltung. Konnte jetzt mal etwas heiße Luft ablassen. .;2021-06-22 11:59:39.790000000;extrovert
1D8872B8-5493-46E2-A76F-E175682A492E;Leroy;Gern, dir auch. ;2021-06-22 11:59:53.866666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Hello;2021-06-18 16:04:00.030000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Hallo!;2021-06-18 16:04:20.920000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Wie geht es dir?;2021-06-18 16:04:34.296666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Wunderbar  obwohl, ich bin gerade geimpft worden... Wer weiß also, wie lange das Wohlsein noch bleibt... Und wie geht es dir?;2021-06-18 16:05:39.633333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Aber selbst wenn Nebenwirkungen auftreten, dann war die Impfung es doch trotzdem wert oder nicht?;2021-06-18 16:06:30.063333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Mir geht es ganz gut, dem Wetter entsprechend halt;2021-06-18 16:06:41.393333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Ja, das stimmt. Hauptsache geimpft. Obwohl, man muss ja noch auf die Zweite warten... ;2021-06-18 16:07:35.473333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Ist es so heiß bei dir?;2021-06-18 16:07:46.973333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Keine Klimaanlage? .;2021-06-18 16:07:53.036666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Ja das stimmt, mit welchem Impfstoff wurdest du denn geimpft?;2021-06-18 16:08:28.653333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Biontech. Der Arzt hat sogar nur Biontech. .;2021-06-18 16:08:51.440000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Nein keine Klimaanlage, das Thermostat zeugt 26 ° Grad, ist also noch erträglich, aber die Luft ist etwas stickig;2021-06-18 16:09:04.020000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Oh cool, also hast du dann Ende Juli die 2. Impfung;2021-06-18 16:09:20.833333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Ja, die Luft ist wirklich stickig. Bei mir aktuell auch. Und eben ist mir eingefallen, dass unser Büro ja eine Klimaanlage hat Ein guter Grund mal wieder ins Büro zu gehen. ;2021-06-18 16:10:25.443333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Ja, Ende Juli ist alles durch. Dann kann selbst Delta kommen .;2021-06-18 16:10:54.693333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Und hier steht Bist du vegan?  Bist du eigentlich vegan?;2021-06-18 16:11:27.146666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Unser Büro hat auch eine Klimaanlage, aber da fehlt mir dann doch die Motivation dorthin zu fahren .;2021-06-18 16:11:45.766666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Na sag das lieber nicht zu laut!;2021-06-18 16:11:52.273333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Ja bin ich tatsächlich und du?;2021-06-18 16:12:01.023333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Da bin ich auch mal gespannt, ob meine Motivation ausreicht, um dorthin zu fahren. Wir werden sehen. ;2021-06-18 16:12:34.053333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Hast du einen längeren Arbeitsweg?;2021-06-18 16:13:53.430000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Bezüglich vegan Ich leider nicht, dafür mag ich viele Sachen viel zu gerne. Aber ich versuche nur gutes Fleisch zu essen. Flexitarier nennt man das, glaube ich. Vielleicht komme ich irgendwann mal dazu, auch Veganer zu sein. .;2021-06-18 16:13:57.960000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Noch vor ein paar Monaten hatte ich einen sehr kurzen Arbeitsweg, aber jetzt bin ich umgezogen und jetzt ist er etwas länger geworden. Aber mit dem Fahrrad ist es noch möglich, dorthin zu kommen.;2021-06-18 16:15:49.283333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Und findest du es sehr schlimm, wenn du andere Menschen triffst, die keine Veganer sind?;2021-06-18 16:16:10.530000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Das ist ja schon mal ein guter Anfang .;2021-06-18 16:17:17.260000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Du fährst also mit dem Fahrrad immer zur Arbeit? Das ist sehr vorbildlich;2021-06-18 16:17:42.573333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Und ich finde es so schwer, gute Rezepte zu finden. Aber gut, wenn ich ehrlich bin, habe ich auch noch nie äußerst lange danach gesucht. Ich bräuchte einen PersonalVeganerTrainer, denke ich  .;2021-06-18 16:18:00.226666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Ach nein, eigentlich ist mir die Ernähung von anderen ziemlich egal, solange man meine Ernährung nicht kritisiert;2021-06-18 16:18:17.526666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Mal mit dem Fahrrad, mal zu Fuß und mal auch mit dem Auto  wenn es schnell gehen muss .;2021-06-18 16:18:29.776666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Ja, das sehe ich genauso. Aber reden kann man ja darüber .;2021-06-18 16:19:35.036666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Am Anfang ist es auch sehr schwer gute Rezepte zu finden oder generell herauszufinden, welche Lebensmittel man verzehren darf, aber wenn man sich damit mal auseinander gesetzt hat, bekommt man ein Gefühl dafür, wobei sich auch gerne mal die Zutatenlisten ändern .;2021-06-18 16:20:12.640000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Wenn du zu Fuß zur Arbeit gehst, kann sie ja nicht all zu weit entfernt sein oder?;2021-06-18 16:20:32.123333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Ok, gut zu wissen, dass auch andere es nicht so leicht finden, gute Rezepte zu finden . ;2021-06-18 16:22:29.126666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Meine bis jetzt beste Entdeckung SojaGeschnetzeltes.;2021-06-18 16:23:22.346666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Eine Spaghetti Bolognese gegessen, die ich super lecker fand und dann erst habe ich gesehen, dass es gar nicht mit Fleisch ist. Seitdem mache ich Spaghetti Bolognese nur noch so.;2021-06-18 16:24:31.800000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Zu Fuß dauert jetzt ungefähr 40 Minuten. Aber wenn das Wetter gut ist und man nicht allzu früh im Büro sein muss, dann geht das schon.;2021-06-18 16:24:54.706666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Und wenn es nicht zu heiß ist. .;2021-06-18 16:25:02.876666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Ich laufe sowieso gerne. Von daher macht mir das ansonsten nichts aus. ;2021-06-18 16:25:23.300000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;So wie richtiges Geschnetzeltes in einer SahneSauce? war glaube ich so bei Geschnetzeltem;2021-06-18 16:26:11.973333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Chili kann man auch sehr gut vegan machen;2021-06-18 16:26:50.596666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Da würde mir persönlich morgens die Motivation zu fehlen, nach der Arbeit würde ich bei so einer kurzen Strecke auch nach Hause laufen. Optimal wären um die 22 Grad;2021-06-18 16:27:41.646666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Nein, nein, ganz normal Spaghetti Bolognese mit Tomatensoße  und natürlich ohne Fleisch .;2021-06-18 16:27:50.520000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Ok, für Chili suche ich mir dann mal ein Rezept.;2021-06-18 16:28:12.033333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;In die BologneseSauce passen auch gut Möhren und ein kleines Stück Sellerie .;2021-06-18 16:29:19.866666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Oh ja, das stimmt. Gute Idee. ;2021-06-18 16:29:55.350000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Du könntest dir einfach ein echtes Chli Rezept raussuchen und da dann einfach das Hack ersetzen oder auch einfach weglassen  was dir lieber ist;2021-06-18 16:29:55.453333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Wird das nächste Mal direkt umgesetzt ;2021-06-18 16:30:01.766666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Paprika passt auch noch, je nachdem was man noch so für Reste hat;2021-06-18 16:30:27.530000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Dann werde ich das Hack wieder durch Soja Geschnetzeltes ersetzen;2021-06-18 16:30:28.926666700;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Von all dem Gerede über Essen bekomme ich so langsam Hunger;2021-06-18 16:31:07.110000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Total! Ich auch. ;2021-06-18 16:31:27.533333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;Und? Weißt du schon, was du heute essen wirst?;2021-06-18 16:31:37.850000000;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;MonkyMonk;So, ich muss jetzt los. Vielen Dank für das schöne Gespräch. .;2021-06-18 16:32:44.213333300;extrovert
2126CEFC-9F96-4E80-913A-707376E5CE17;hallihallo;Alles klar, dann noch einen schönen Abend .;2021-06-18 16:32:58.726666700;extrovert
214CFEF9-182D-44B8-AAD4-36965B2B26A9;tmplxz;Hallo?;2021-06-29 09:38:38.503333300;introvert
214CFEF9-182D-44B8-AAD4-36965B2B26A9;Kaesetoast;Hi!;2021-06-29 09:40:16.646666700;extrovert
214CFEF9-182D-44B8-AAD4-36965B2B26A9;Kaesetoast;Wie war dein Wochenende?;2021-06-29 09:40:36.866666700;extrovert
214CFEF9-182D-44B8-AAD4-36965B2B26A9;tmplxz;Gut soweit, viel unterwegs gewesen! Und selbst?;2021-06-29 09:43:41.526666700;introvert
214CFEF9-182D-44B8-AAD4-36965B2B26A9;Kaesetoast;Ich war bouldern, das war sehr gut. Wo warst du überall?;2021-06-29 09:44:03.836666700;extrovert
29761A3C-BB6A-438B-ACF3-C5853AB4386C;huibuh;Hi!;2021-07-13 09:46:16.380000000;extrovert
29761A3C-BB6A-438B-ACF3-C5853AB4386C;grassroot;Hallo .;2021-07-13 09:46:25.303333300;extrovert
29761A3C-BB6A-438B-ACF3-C5853AB4386C;huibuh;Wie geht es dir?;2021-07-13 09:46:32.540000000;extrovert
29761A3C-BB6A-438B-ACF3-C5853AB4386C;grassroot;Ganz gut soweit! Ich bin heute morgen etwas schlecht aus dem Bett gekommen, aber mit zwei Tassen schwarzem Tee ging es dann doch.;2021-07-13 09:47:28.290000000;extrovert
